timestamp,open,high,low,close,volume
2026-02-15 18:00:00,24789.75,24834.75,24788.25,24828.0,614
2026-02-15 18:01:00,24826.0,24829.5,24800.5,24802.5,317
2026-02-15 18:02:00,24800.5,24806.0,24780.25,24783.5,279
2026-02-15 18:03:00,24786.0,24795.75,24783.0,24787.75,183
2026-02-15 18:04:00,24787.0,24787.25,24766.0,24775.25,327
2026-02-15 18:05:00,24776.0,24776.75,24754.5,24766.25,318
2026-02-15 18:06:00,24765.75,24771.25,24760.5,24763.0,69
2026-02-15 18:07:00,24763.0,24770.25,24755.25,24770.0,195
2026-02-15 18:08:00,24769.0,24777.25,24767.5,24777.25,112
2026-02-15 18:09:00,24777.25,24780.0,24768.25,24770.5,148
2026-02-15 18:10:00,24770.75,24786.25,24769.5,24781.5,108
2026-02-15 18:11:00,24778.25,24786.5,24777.5,24780.25,98
2026-02-15 18:12:00,24782.25,24782.25,24774.0,24781.0,69
2026-02-15 18:13:00,24779.75,24788.0,24776.75,24787.25,99
2026-02-15 18:14:00,24787.5,24800.0,24785.75,24800.0,203
2026-02-15 18:15:00,24798.5,24805.0,24795.0,24803.25,117
2026-02-15 18:16:00,24801.0,24814.25,24799.75,24813.25,194
2026-02-15 18:17:00,24814.5,24818.25,24810.5,24816.25,84
2026-02-15 18:18:00,24815.0,24825.75,24814.5,24819.25,185
2026-02-15 18:19:00,24819.5,24825.0,24812.0,24821.0,124
2026-02-15 18:20:00,24822.25,24824.5,24814.5,24816.25,155
2026-02-15 18:21:00,24815.75,24815.75,24804.0,24809.0,125
2026-02-15 18:22:00,24807.75,24817.5,24807.25,24816.25,94
2026-02-15 18:23:00,24816.25,24825.0,24812.0,24813.5,88
2026-02-15 18:24:00,24815.0,24821.25,24814.25,24819.5,56
2026-02-15 18:25:00,24820.0,24828.25,24819.25,24827.5,100
2026-02-15 18:26:00,24827.75,24828.5,24820.0,24820.0,69
2026-02-15 18:27:00,24821.0,24828.0,24821.0,24827.25,62
2026-02-15 18:28:00,24827.0,24830.0,24821.75,24825.25,68
2026-02-15 18:29:00,24824.0,24824.0,24815.0,24818.0,112
2026-02-15 18:30:00,24818.75,24830.75,24818.75,24829.0,101
2026-02-15 18:31:00,24829.25,24830.0,24824.75,24824.75,64
2026-02-15 18:32:00,24826.75,24826.75,24807.0,24807.75,109
2026-02-15 18:33:00,24807.25,24810.5,24803.5,24805.5,102
2026-02-15 18:34:00,24805.0,24812.25,24803.5,24806.0,84
