config_name,policy_family,strategy_tag,opposite_confirmation,opposite_breakout_buffer_ticks,opposite_breakout_confirm_bars,require_reclaim_vwap,require_reclaim_or_low_close,reclaim_confirm_bars,symbols_covered,assets_profitable_count,asset_stability_score,annual_stability_score,trade_count_score,net_pnl,gross_pnl,number_of_trades,win_rate,avg_trade,profit_factor,Sharpe,Sortino,max_drawdown,max_daily_drawdown,average_daily_pnl,median_daily_pnl,worst_day,best_day,trade_frequency,exposure_days,prop_pass,daily_loss_limit_breaches,first_breakout_downside_count,first_breakout_upside_count,invalidated_days_count,invalidated_days_pct,trades_after_downside_first_breakout_count,pnl_after_downside_first_breakout,sharpe_after_downside_first_breakout,reclaim_trade_count,reclaim_trade_pnl,reclaim_trade_sharpe,is_2018_2021_net_pnl,is_2018_2021_Sharpe,is_2018_2021_max_drawdown,is_2018_2021_number_of_trades,validation_2022_2023_net_pnl,validation_2022_2023_Sharpe,validation_2022_2023_max_drawdown,validation_2022_2023_number_of_trades,oos_2024_2026_net_pnl,oos_2024_2026_Sharpe,oos_2024_2026_max_drawdown,oos_2024_2026_number_of_trades,baseline_pnl,filtered_pnl,pnl_removed_by_invalidation,trades_removed,Sharpe_delta,DD_delta,daily_loss_breach_delta,profit_factor_delta,pnl_delta_vs_baseline_score,robust_score
invalidate_on_opposite_n_closes_1m__buffer_1__confirm_2,invalidate_for_day,orb_long_only,n_closes_1m,1,2,False,False,1,4,2,0.5,0.5,1.0,11171.000000004991,35406.00000000499,3154,0.4473684210526316,3.5418516169958756,1.0346550126222145,0.20722489703700536,0.383764210326309,-18252.249999994936,-10002.499999998587,4.544751830758743,0.0,-932.9999999999864,1536.24999999998,1.2831570382424735,1462,False,0,2797,3694,4594,0.5296898420385103,1609,-28587.99999999751,-1.3001750600051702,0,0.0,0.0,11124.250000002634,0.47908871110153595,-8028.499999998614,1327,-2618.2499999988086,-0.17265577651413416,-8359.99999999881,880,2665.000000001167,0.17357074865235675,-8385.749999998734,947,646.5000000012419,2665.000000001167,-22660.749999997875,1383,0.1376948754318866,14032.499999997883,0,0.06000038949949915,0.996124905119187,-0.650709469719828
invalidate_on_opposite_close_5m__buffer_1,invalidate_for_day,orb_long_only,close_5m,1,1,False,False,1,4,2,0.5,0.5,1.0,11468.25000000497,36068.25000000497,3209,0.44686818323465255,3.57377687753349,1.0351286818761183,0.21167184691644622,0.3954957759923415,-17055.99999999562,-9758.999999998576,4.665683482508122,0.0,-932.9999999999864,1536.24999999998,1.30553295362083,1475,False,0,2740,3760,4545,0.524040124524386,1601,-33308.74999999751,-1.4477604832282878,0,0.0,0.0,11927.750000002634,0.5106396831003709,-7307.499999998585,1346,-3036.7499999988004,-0.1990362690460759,-8137.999999998802,899,2577.2500000011355,0.16744071129311408,-8279.249999998796,964,646.5000000012419,2577.2500000011355,-22957.999999997854,1328,0.13156483807264394,15228.749999997199,0,0.06047405875340295,0.9949194081344619,-0.6900473045547622
invalidate_on_opposite_close_1m__buffer_4,invalidate_for_day,orb_long_only,close_1m,4,1,False,False,1,4,2,0.5,0.5,1.0,10825.50000000486,34788.00000000486,3069,0.4473769957640925,3.527370478984966,1.03440319958815,0.20456468343235826,0.3778336601770308,-15777.999999995824,-9472.999999999716,4.404190398700107,0.0,-932.9999999999864,1676.4999999999936,1.2485760781122863,1446,False,0,2893,3605,4688,0.5405280756370344,1585,-26995.499999997606,-1.2160391329930251,0,0.0,0.0,13286.250000002605,0.5802807217021215,-6876.499999998598,1301,-4823.74999999881,-0.32553274148963224,-8561.49999999881,853,2363.000000001067,0.1570362566725049,-7775.999999998968,915,646.5000000012419,2363.000000001067,-22315.249999997748,1468,0.12116038345203475,16506.749999996995,0,0.05974857646543463,0.9901660383091542,-0.7407882938423471
invalidate_on_opposite_close_5m__buffer_2,invalidate_for_day,orb_long_only,close_5m,2,1,False,False,1,4,2,0.5,0.5,1.0,8482.75000000507,33430.25000000507,3243,0.44588344125809437,2.6157107616420197,1.025636221182783,0.15592186742595388,0.28940059178111477,-18686.749999994925,-9962.249999999607,3.4510781122884726,0.0,-932.9999999999864,1536.24999999998,1.3193653376729049,1483,False,0,2703,3793,4517,0.520811714516315,1595,-35133.999999997504,-1.4826871446130756,0,0.0,0.0,10176.500000002707,0.4325731384703654,-7265.4999999985475,1365,-3161.2499999987895,-0.20737141022073904,-8607.499999998789,903,1467.5000000011523,0.09482049950915532,-9412.74999999877,975,646.5000000012419,1467.5000000011523,-19972.499999997955,1294,0.05894462628868517,13597.999999997894,0,0.050981598060067634,0.8537745940532238,-2.3988056986526254
invalidate_on_opposite_n_closes_1m__buffer_1__confirm_5,invalidate_for_day,orb_long_only,n_closes_1m,1,5,False,False,1,4,2,0.5,0.5,1.0,2681.250000005315,29326.250000005315,3435,0.4433770014556041,0.7805676855910669,1.0076257773315833,0.047914422720490554,0.08992097191615939,-23006.999999994707,-11346.49999999843,1.0908258746970358,0.0,-932.9999999999864,1676.4999999999936,1.3974776240846216,1543,False,0,2478,3993,4278,0.4932549290902802,1593,-43404.24999999748,-1.8940040950339003,0,0.0,0.0,4453.000000002938,0.18345662815936392,-7812.999999998454,1447,-2894.2499999987413,-0.18469892329872387,-8972.999999998743,956,1122.5000000011178,0.07074873922361766,-9348.74999999888,1032,646.5000000012419,1122.5000000011178,-14170.9999999982,1102,0.03487286600314751,9277.749999998112,0,0.03297115420886798,0.6268876498736095,-3.436783245853446
invalidate_on_opposite_n_closes_1m__buffer_2__confirm_5,invalidate_for_day,orb_long_only,n_closes_1m,2,5,False,False,1,4,2,0.5,0.5,1.0,3852.000000005395,30759.500000005395,3461,0.444091303091592,1.1129731291549827,1.0108971783889757,0.06865630156021738,0.12825143104461062,-22873.249999994652,-10937.999999998401,1.5671277461372621,0.0,-932.9999999999864,1676.4999999999936,1.4080553295362084,1547,False,0,2450,4018,4239,0.48875821515046697,1581,-43321.24999999743,-1.8687798718178046,0,0.0,0.0,5033.000000002986,0.20667203763495243,-7361.999999998424,1461,-2209.2499999987176,-0.14069464429031026,-8839.99999999872,962,1028.2500000011255,0.06466032647486586,-9254.249999998872,1038,646.5000000012419,1028.2500000011255,-15341.749999998277,1076,0.028784453254395714,9411.499999998166,0,0.03624255526626041,0.53024594450733,-3.802778187392828
invalidate_on_opposite_close_5m__buffer_4,invalidate_for_day,orb_long_only,close_5m,4,1,False,False,1,4,2,0.5,0.5,1.0,6626.250000005119,32383.75000000512,3310,0.44410876132930516,2.001888217524205,1.019569666684402,0.12093851747052663,0.22300287084012324,-18894.999999994863,-9494.999999998478,2.6957892595627007,0.0,-932.9999999999864,1676.4999999999936,1.3466232709519934,1504,False,0,2636,3855,4450,0.5130865905684308,1598,-36357.4999999976,-1.5752627807177675,0,0.0,0.0,9320.250000002803,0.39258090276473995,-6486.499999998518,1399,-3725.4999999987867,-0.24306927522940744,-8749.999999998789,919,1031.5000000011028,0.06624811574933802,-9914.99999999882,992,646.5000000012419,1031.5000000011028,-18115.999999998006,1227,0.030372242528867874,13389.749999997955,0,0.04491504356168674,0.5338499616717891,-4.106397004103301
allow_reclaim_after_opposite_breakout_strict__buffer_0__reclaim_3,reclaim_strict,failed_breakdown_reclaim_long,touch,0,1,False,False,3,4,1,0.25,0.25,1.0,-10615.249999992804,24852.250000007196,4501,0.43434792268384803,-2.358420351031505,0.9763370558217376,-0.16989519432579397,-0.3254497459810807,-30077.499999992604,-18770.749999997533,-4.31865337672612,0.0,-956.2499999999864,1573.4999999999982,1.8311635475996746,1742,False,0,3281,3224,0,0.0,3268,-38668.49999999491,-1.2445641567048242,1799,-31259.24999999709,-1.4113964548176956,-2716.4999999959964,-0.1004396914706944,-12901.99999999601,1905,-6882.749999998209,-0.3957663171594432,-10338.749999998206,1251,-1015.9999999985998,-0.056817235003790614,-8711.499999998425,1345,646.5000000012419,-1015.9999999985998,-2085.500000000009,39,-0.09269310822426076,2207.2500000002146,0,0.0016824326990222405,-0.9883884342975338,-4.2160698553943305
allow_reclaim_after_opposite_breakout_strict__buffer_1__reclaim_3,reclaim_strict,failed_breakdown_reclaim_long,touch,1,1,False,False,3,4,1,0.25,0.25,1.0,-10801.499999992797,24693.5000000072,4502,0.4342514438027543,-2.399266992446201,0.9759318699120122,-0.17283953991522952,-0.3309965553255809,-30260.249999992597,-18774.249999997533,-4.394426362893733,0.0,-956.2499999999864,1573.4999999999982,1.8315703824247356,1742,False,0,3241,3262,0,0.0,3231,-38455.499999995,-1.1914167159870177,1763,-27745.49999999719,-1.277365128484047,-2719.9999999959964,-0.10056660248969108,-12901.99999999601,1905,-7082.499999998202,-0.40696961101997475,-10538.4999999982,1252,-998.9999999986017,-0.055869508243286854,-8694.499999998427,1345,646.5000000012419,-998.9999999986017,-1950.5000000000182,38,-0.09174538146375699,2024.500000000222,0,0.0012772467892968598,-0.9877652646615314,-4.2794124260155755
allow_reclaim_after_opposite_breakout_strict__buffer_2__reclaim_3,reclaim_strict,failed_breakdown_reclaim_long,touch,2,1,False,False,3,4,1,0.25,0.25,1.0,-11057.999999992793,24459.500000007207,4503,0.434155007772596,-2.4556962025300453,0.9753746250409355,-0.17688576444137222,-0.33852733897157233,-30546.749999992597,-18832.749999997533,-4.498779495521885,0.0,-956.2499999999864,1573.4999999999982,1.8319772172497966,1742,False,0,3204,3298,0,0.0,3210,-39696.249999995096,-1.1708701414879819,1735,-25628.749999997355,-1.1931665845528447,-3006.499999995989,-0.11106511012132679,-13188.499999996004,1906,-7052.499999998202,-0.4052599056106536,-10538.4999999982,1252,-998.9999999986017,-0.055869508243286854,-8694.499999998427,1345,646.5000000012419,-998.9999999986017,-1722.5000000000255,37,-0.09174538146375699,1738.000000000222,0,0.0007200019182201922,-0.9877652646615314,-4.2794124260155755
invalidate_on_opposite_n_closes_1m__buffer_0__confirm_5,invalidate_for_day,orb_long_only,n_closes_1m,0,5,False,False,1,4,2,0.5,0.5,1.0,4357.750000005226,30597.750000005224,3411,0.4444444444444444,1.2775579009103566,1.0125072649910103,0.07818082888694498,0.14655787767299827,-21688.499999994816,-9940.999999998474,1.772884458911808,0.0,-932.9999999999864,1676.4999999999936,1.387713588283157,1535,False,0,2504,3969,4309,0.4968292401706445,1600,-42417.2499999975,-1.8198458885021807,0,0.0,0.0,6163.000000002857,0.25520246435162935,-7161.999999998504,1431,-2713.2499999987476,-0.1734531758558101,-8726.999999998749,954,908.0000000011155,0.05750026539859936,-9114.999999998883,1026,646.5000000012419,908.0000000011155,-15847.49999999811,1126,0.021624392178129212,10596.249999998003,0,0.037852641868294956,0.38378053848857135,-4.36582772772578
allow_reclaim_after_opposite_breakout_strict__buffer_0__reclaim_2,reclaim_strict,failed_breakdown_reclaim_long,touch,0,1,False,False,2,4,1,0.25,0.25,1.0,-11645.249999992768,23872.25000000723,4505,0.43374028856825747,-2.5849611542714244,0.9740802382474812,-0.18630515692697913,-0.3572873074313499,-31158.49999999259,-19322.74999999751,-4.737693246538963,0.0,-956.2499999999864,1573.4999999999982,1.8327908868999185,1742,False,0,3281,3224,0,0.0,3272,-39698.49999999487,-1.2827342492999931,1803,-32289.249999997053,-1.4565803872178895,-3956.9999999959946,-0.1464189189638371,-13800.999999996011,1905,-6899.749999998207,-0.39680327701798357,-10355.749999998203,1252,-788.4999999985685,-0.043979661950833096,-8876.499999998412,1348,646.5000000012419,-788.4999999985685,-2470.250000000058,34,-0.07985553517130324,1126.2500000002292,0,-0.0005743848752340908,-0.9766667641333273,-5.541871781021278
allow_reclaim_after_opposite_breakout_strict__buffer_1__reclaim_2,reclaim_strict,failed_breakdown_reclaim_long,touch,1,1,False,False,2,4,1,0.25,0.25,1.0,-11831.49999999276,23713.500000007236,4506,0.43364403018197956,-2.6257212605398936,0.9736765991719237,-0.1892449025269209,-0.36282267631268666,-31341.249999992586,-19326.24999999751,-4.813466232706577,0.0,-956.2499999999864,1573.4999999999982,1.8331977217249797,1742,False,0,3241,3262,0,0.0,3235,-39485.499999994965,-1.2294260525617742,1767,-28775.49999999716,-1.3230483538003708,-3960.4999999959946,-0.1465447858673367,-13800.999999996011,1905,-7099.4999999982,-0.4080075043506317,-10555.499999998196,1253,-771.4999999985703,-0.043033730309552286,-8859.499999998414,1348,646.5000000012419,-771.4999999985703,-2335.2500000000673,33,-0.07890960353002244,943.5000000002328,0,-0.0009780239507916066,-0.9754222915751922,-5.653626179428128
allow_reclaim_after_opposite_breakout_strict__buffer_2__reclaim_2,reclaim_strict,failed_breakdown_reclaim_long,touch,2,1,False,False,2,4,1,0.25,0.25,1.0,-12078.999999992746,23488.500000007254,4507,0.433547814510761,-2.680053250497614,0.9731409759660924,-0.19314240822547102,-0.37006422153588486,-31618.749999992568,-19375.749999997504,-4.914157851909173,0.0,-956.2499999999864,1573.4999999999982,1.8336045565500407,1742,False,0,3204,3298,0,0.0,3214,-40717.249999995045,-1.2089706000566087,1739,-26649.749999997304,-1.2390583978207383,-4237.999999995976,-0.15668415525686147,-14078.499999995993,1906,-7069.4999999982,-0.4062975786740845,-10555.499999998196,1253,-771.4999999985703,-0.043033730309552286,-8859.499999998414,1348,646.5000000012419,-771.4999999985703,-2107.2500000000746,32,-0.07890960353002244,666.000000000251,0,-0.0015136471566229437,-0.9754222915751922,-5.653626179428128
baseline_no_opposite_invalidation,baseline,orb_long_only,none,0,1,False,False,1,4,1,0.25,0.25,1.0,-11489.749999992884,24567.750000007116,4537,0.4337668062596429,-2.532455366981019,0.9746546231227153,-0.18245045139544586,-0.3526263959240195,-32284.74999999282,-19056.499999997533,-4.674430431242019,0.0,-956.2499999999864,1676.4999999999936,1.8458096013018714,1746,False,0,0,5105,0,0.0,0,0.0,0.0,0,0.0,0.0,-4290.249999995951,-0.1575125253363471,-14502.49999999597,1916,-7845.999999998175,-0.4471224411136914,-11449.499999998176,1261,646.5000000012419,0.035875873220470145,-8590.499999999342,1360,646.5000000012419,646.5000000012419,0.0,0,0.0,0.0,0,0.0,0.0,-6.232975634886907
invalidate_on_opposite_n_closes_1m__buffer_2__confirm_3,invalidate_for_day,orb_long_only,n_closes_1m,2,3,False,False,1,4,2,0.5,0.5,1.0,7965.7500000051,33448.2500000051,3292,0.4456257594167679,2.419729647632169,1.023685472271072,0.14504431529404996,0.26993324060350316,-19937.249999994834,-9979.499999998492,3.2407445077319363,0.0,-932.9999999999864,1676.4999999999936,1.339300244100895,1504,False,0,2650,3831,4444,0.5123947884238441,1615,-36304.99999999752,-1.572832203716686,0,0.0,0.0,9597.00000000274,0.40245192935177126,-7140.49999999854,1385,-2018.999999998765,-0.13152922140721282,-8245.49999999906,917,387.7500000011273,0.02489201629658997,-9922.749999998765,990,646.5000000012419,387.7500000011273,-19455.499999997985,1245,-0.010983856923880174,12347.499999997985,0,0.04903084914835665,-0.3801474688320647,-12.36543820999578
allow_reclaim_after_opposite_breakout_conservative__buffer_1__require_vwap_true,reclaim_conservative,failed_breakdown_reclaim_long,touch,1,1,True,True,1,4,1,0.25,0.25,1.0,-12928.999999992848,22978.500000007152,4529,0.4329874144402738,-2.854714064913413,0.9714156220291548,-0.2057895673217101,-0.3940262002035654,-33166.24999999276,-19835.749999997497,-5.259967453211086,0.0,-956.2499999999864,1573.4999999999982,1.8425549227013833,1745,False,0,3241,3262,0,0.0,3258,-40582.99999999505,-1.2143722230841745,1790,-29872.999999997242,-1.3494623790475617,-5608.99999999594,-0.20638624125598676,-15570.999999995953,1913,-7591.499999998136,-0.433484852958805,-11047.499999998134,1259,271.5000000012269,0.015109862479767833,-8606.499999999332,1357,646.5000000012419,271.5000000012269,-1611.2500000000405,13,-0.020766010740702313,-881.4999999999418,0,-0.0032390010935605673,-0.5226991560525678,-15.590472845429211
allow_reclaim_after_opposite_breakout_conservative__buffer_2__require_vwap_true,reclaim_conservative,failed_breakdown_reclaim_long,touch,2,1,True,True,1,4,1,0.25,0.25,1.0,-12937.999999992862,22954.500000007138,4529,0.4329874144402738,-2.8567012585543967,0.9713965462733644,-0.20593583653598477,-0.39439397372662055,-33205.24999999278,-19894.249999997504,-5.263628966636641,0.0,-956.2499999999864,1573.4999999999982,1.8425549227013833,1745,False,0,3204,3298,0,0.0,3236,-41576.24999999517,-1.1835530577667097,1761,-27508.749999997424,-1.2577562854851512,-5647.999999995955,-0.20782310627078257,-15609.999999995967,1913,-7561.499999998136,-0.4317865977646042,-11047.499999998134,1259,271.5000000012269,0.015109862479767833,-8606.499999999332,1357,646.5000000012419,271.5000000012269,-1611.2500000000405,13,-0.020766010740702313,-920.4999999999636,0,-0.003258076849350977,-0.5226991560525678,-15.590472845429211
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,reclaim_conservative,failed_breakdown_reclaim_long,touch,0,1,True,True,1,4,1,0.25,0.25,1.0,-12877.749999992844,23027.250000007156,4529,0.4329874144402738,-2.8433981011244964,0.9715257029300306,-0.20499212535099573,-0.3926269498134226,-33118.49999999276,-19832.249999997497,-5.239117168426707,0.0,-956.2499999999864,1573.4999999999982,1.8425549227013833,1745,False,0,3281,3224,0,0.0,3296,-40930.99999999495,-1.2714958086931165,1827,-33521.74999999713,-1.4858015351719052,-5605.49999999594,-0.20626251933255163,-15570.999999995953,1913,-7526.7499999981355,-0.4299178225374452,-10982.749999998132,1259,254.50000000122873,0.014163011206507783,-8606.499999999332,1357,646.5000000012419,254.50000000122873,-1611.2500000000405,13,-0.021712862013962362,-833.7499999999418,0,-0.0031289201926847365,-0.5415469021106067,-16.65486811502405
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,reclaim_conservative,failed_breakdown_reclaim_long,touch,0,1,False,True,1,4,1,0.25,0.25,1.0,-12109.74999999287,23950.25000000713,4538,0.43367122080211545,-2.668521375053519,0.9733106840463182,-0.19227072973714018,-0.3711879370566127,-32648.749999992804,-19302.999999997526,-4.92666802277985,0.0,-956.2499999999864,1676.4999999999936,1.8462164361269324,1746,False,0,3281,3224,0,0.0,3305,-40170.499999994994,-1.2672981242207364,1836,-32753.74999999715,-1.4408164418010678,-4502.249999995935,-0.16516849138254114,-14671.999999995947,1917,-7841.499999998174,-0.44687605412475273,-11444.999999998174,1261,234.00000000123737,0.012992711511094174,-8590.499999999342,1360,646.5000000012419,234.00000000123737,-31.499999999987267,2,-0.02288316170937597,-363.99999999998545,0,-0.0013439390763971826,-0.5635710702543346,-18.10866928672325
