config_name,symbol,year,annual_trade_count,annual_max_dd,annual_invalidation_count,net_pnl,gross_pnl,number_of_trades,win_rate,avg_trade,profit_factor,Sharpe,Sortino,max_drawdown,max_daily_drawdown,average_daily_pnl,median_daily_pnl,worst_day,best_day,trade_frequency,exposure_days,prop_pass,daily_loss_limit_breaches,first_breakout_downside_count,first_breakout_upside_count,invalidated_days_count,invalidated_days_pct,trades_after_downside_first_breakout_count,pnl_after_downside_first_breakout,sharpe_after_downside_first_breakout,reclaim_trade_count,reclaim_trade_pnl,reclaim_trade_sharpe
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,MES,2021,199,-1230.0,0,5521.25,7346.25,199,0.47738693467336685,27.74497487437186,1.2821102382321006,1.3932758799305829,3.923597947340166,-1230.0,-1230.0,17.7532154340836,0.0,-250.0,461.25,0.639871382636656,199,True,0,117,137,0,0.0,67,970.0,0.7281112890617255,75,1256.25,1.1147840680521461
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,MES,2022,189,-4777.5,0,-2533.75,-1693.75,189,0.4074074074074074,-13.406084656084657,0.8759637743238282,-0.7401368818036134,-2.667565944921833,-4777.5,-4787.5,-8.173387096774194,0.0,-250.0,472.5,0.6096774193548387,189,False,0,136,118,0,0.0,76,-2491.25,-1.9288377105297103,82,-3136.25,-3.060525087772213
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,MES,2023,202,-3381.25,0,-1216.25,473.75,202,0.41089108910891087,-6.021039603960396,0.9477527788218869,-0.3088981035160406,-1.0789590057966463,-3381.25,-3381.25,-3.9233870967741935,0.0,-250.0,461.25,0.6516129032258065,202,False,0,126,127,0,0.0,84,-4055.0,-2.8915459069302085,92,-3905.0,-3.1165793544068103
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,MES,2024,199,-3786.25,0,-1280.0,420.0,199,0.3969849246231156,-6.432160804020101,0.9469430051813471,-0.31275129181997585,-1.174142737566547,-3786.25,-3786.25,-4.0894568690095845,0.0,-250.0,467.5,0.6357827476038339,199,False,0,143,112,0,0.0,95,-3282.5,-1.8443665259717827,102,-3456.25,-2.210618128883199
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,MES,2025,188,-3290.0,0,-2137.5,-1042.5,188,0.3776595744680851,-11.36968085106383,0.8943270300333704,-0.610043264428902,-1.5884801179406558,-3290.0,-3290.0,-6.850961538461538,0.0,-250.0,467.5,0.6025641025641025,188,False,0,124,129,0,0.0,69,316.25,0.24186745610176852,72,850.0,0.8312951730392136
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,MES,2026,40,-968.75,0,-522.5,-360.0,40,0.5,-13.0625,0.8413662239089184,-0.8817423318946518,-2.5215729457038374,-968.75,-968.75,-7.6838235294117645,0.0,-240.0,425.0,0.5882352941176471,40,False,0,24,31,0,0.0,13,-332.5,-1.6709198447795088,14,-465.0,-3.0351343078445665
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,MGC,2018,95,-7613.999999999055,0,-7118.4999999990305,-4985.9999999990305,95,0.29473684210526313,-74.93157894735822,0.4812534159227941,-3.264342371426503,-6.830907436801277,-7613.999999999055,-7613.999999999055,-30.551502145918587,0.0,-249.99999999995453,423.50000000001273,0.40772532188841204,95,False,0,83,58,0,0.0,43,-4091.9999999996007,-4.79475467105423,49,-5117.499999999515,-8.005416541100141
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,MGC,2019,101,-2974.4999999994184,0,-1234.499999999116,528.000000000884,101,0.39603960396039606,-12.22277227721897,0.8806381435823841,-0.537442493802753,-0.862713387199649,-2974.4999999994184,-2974.4999999994184,-5.018292682923236,0.0,-248.49999999999682,450.0,0.4105691056910569,101,False,0,78,68,0,0.0,42,-2618.999999999562,-3.435686940072985,46,-1915.4999999995334,-2.9850489007664502
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,MGC,2020,108,-2609.4999999998436,0,176.500000000417,1189.000000000417,108,0.4537037037037037,1.6342592592631204,1.016692675083976,0.0688343712592245,0.12175153974459084,-2609.4999999998436,-2609.4999999998436,0.6214788732409049,0.0,-248.49999999999682,457.9999999999927,0.38028169014084506,108,False,0,78,78,0,0.0,37,-988.9999999998258,-1.5465773187416658,43,-1854.4999999997935,-3.703619213810521
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,MGC,2021,105,-3304.49999999953,0,-3202.999999999488,-2142.999999999488,105,0.4,-30.50476190475703,0.6680313002021427,-1.558332912694093,-2.0163659599935997,-3304.49999999953,-3304.49999999953,-11.278169014082705,0.0,-248.99999999999181,415.5000000000109,0.36971830985915494,105,False,0,92,67,0,0.0,50,-3282.9999999997767,-4.581770501464415,54,-3049.4999999997685,-5.277636710590005
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,MGC,2022,107,-4234.499999999666,0,-1448.4999999995898,-400.9999999995898,107,0.40186915887850466,-13.53738317756626,0.8608816749904307,-0.61770907100722,-0.976283026192521,-4234.499999999666,-4234.499999999666,-5.425093632957266,0.0,-249.99999999995453,457.9999999999927,0.40074906367041196,107,False,0,76,77,0,0.0,39,-1498.9999999998417,-2.065515133909979,44,-1671.999999999823,-3.022086288154954
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,MGC,2023,110,-5633.999999999558,0,-2902.9999999994197,-1722.9999999994197,110,0.39090909090909093,-26.390909090903815,0.7630977639954689,-1.1537675772047622,-2.1801098297222214,-5633.999999999558,-5633.999999999558,-10.518115942026883,0.0,-249.9999999999909,457.9999999999927,0.39855072463768115,110,False,0,83,68,0,0.0,47,789.0000000002442,0.8678581765031957,54,139.00000000029422,0.17708202456200006
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,MGC,2024,108,-1936.9999999998754,0,541.0000000005152,1401.0000000005152,108,0.4074074074074074,5.00925925926403,1.0564747638186285,0.21730687162269166,0.33113719546547077,-1936.9999999998754,-1936.9999999998754,1.8850174216045827,0.0,-248.99999999997817,463.4999999999809,0.37630662020905925,108,False,0,78,82,0,0.0,39,792.50000000005,1.1217634042335354,44,425.5000000000655,0.7774744282199321
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,MGC,2025,112,-1634.9999999999272,0,3081.99999999993,3691.99999999993,112,0.4375,27.517857142856517,1.3038099462763086,1.0850765428955018,2.1422003390322595,-1634.9999999999272,-1634.9999999999272,10.239202657807077,0.0,-248.99999999998727,468.9999999999782,0.37209302325581395,112,True,0,85,78,0,0.0,48,215.99999999988086,0.24197369353161538,52,197.49999999990905,0.2700551486984361
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,MGC,2026,16,-1394.5000000000982,0,-989.0000000001146,-944.0000000001146,16,0.25,-61.81250000000716,0.560248999555324,-2.1110804864326242,-4.7199000253791015,-1394.5000000000982,-1394.5000000000982,-14.984848484850222,0.0,-245.0000000000182,360.4999999999927,0.24242424242424243,16,False,0,21,17,0,0.0,5,-894.0000000000236,-8.00833046080639,5,-894.0000000000236,-38.095009740385464
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,MNQ,2019,129,-2427.0,0,-850.5,337.0,129,0.40310077519379844,-6.593023255813954,0.9336971350613915,-0.3656493816757871,-0.7924415442201559,-2427.0,-2427.0,-4.108695652173913,0.0,-250.0,462.0,0.6231884057971014,129,False,0,85,83,0,0.0,51,-902.0,-0.9985800721689161,55,-688.5,-0.8929438345144578
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,MNQ,2020,191,-2028.0,0,3454.0,4314.0,191,0.4816753926701571,18.083769633507853,1.1990950226244343,0.9852429851471538,2.936050211591874,-2028.0,-2028.0,11.070512820512821,0.0,-249.5,476.0,0.6121794871794872,191,True,0,116,138,0,0.0,70,-612.0,-0.5390064514635557,75,-567.5,-0.6002902607554461
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,MNQ,2021,180,-1498.0,0,5935.5,6723.0,180,0.5222222222222223,32.975,1.4146349982535802,1.8304614859184147,4.243028360930485,-1498.0,-1498.0,19.085209003215436,0.0,-249.0,464.0,0.5787781350482315,180,True,0,109,145,0,0.0,50,91.5,0.09230405482838493,63,-499.5,-0.6278376645975376
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,MNQ,2022,119,-2264.5,0,245.0,580.0,119,0.4369747899159664,2.0588235294117645,1.0201422287992765,0.0879854186045662,0.22357996219276016,-2264.5,-2275.0,0.7903225806451613,0.0,-249.0,470.0,0.38387096774193546,119,False,0,134,120,0,0.0,46,598.0,0.5823736752400616,50,45.5,0.07046033900391614
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,MNQ,2023,187,-2268.0,0,2412.5,3122.5,187,0.47593582887700536,12.901069518716577,1.1490439563834058,0.7374957427481643,1.8962838498679284,-2268.0,-2268.0,7.782258064516129,0.0,-250.0,482.0,0.603225806451613,187,True,0,113,140,0,0.0,59,-273.5,-0.28022435425060327,66,580.0,0.7070778390035871
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,MNQ,2024,173,-1594.5,0,3758.5,4388.5,173,0.4508670520231214,21.72543352601156,1.2361905360397158,1.0889736268179382,3.403055008648655,-1594.5,-1594.5,12.007987220447284,0.0,-250.0,478.0,0.5527156549520766,173,True,0,132,123,0,0.0,67,-762.0,-0.6038301485681288,70,-1057.5,-1.1457076734533571
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,MNQ,2025,127,-1890.0,0,117.5,490.0,127,0.4251968503937008,0.9251968503937008,1.010093634567477,0.04352296273030199,0.09788361568131983,-1890.0,-1890.0,0.3766025641025641,0.0,-245.5,477.0,0.40705128205128205,127,False,0,130,123,0,0.0,51,-432.5,-0.4226772298005776,54,-936.5,-1.391210532880693
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_false,MNQ,2026,11,-453.0,0,438.0,465.5,11,0.5454545454545454,39.81818181818182,1.4211538461538462,0.9788968198066784,2.64911909587616,-453.0,-453.0,6.4411764705882355,0.0,-247.5,489.0,0.16176470588235295,11,False,0,24,31,0,0.0,2,-43.0,-0.8158285940320744,2,-43.0,-2.868083354011195
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,M2K,2019,118,-3583.4999999995807,0,-2728.499999999541,-875.9999999995409,118,0.4152542372881356,-23.122881355928314,0.7767093579934035,-1.283682830558227,-2.6604740682618506,-3583.4999999995807,-3583.4999999995807,-13.181159420287637,0.0,-249.99999999997158,440.0,0.5700483091787439,118,False,0,82,86,0,0.0,34,-1371.9999999998731,-1.8823963463663202,40,-1788.4999999998195,-3.445082728089684
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,M2K,2020,177,-3617.4999999996253,0,-2037.999999999542,-370.49999999954184,177,0.4463276836158192,-11.514124293782723,0.8801634669097359,-0.654474341348169,-1.237278602679701,-3617.4999999996253,-3617.4999999996253,-6.532051282049814,0.0,-248.99999999999864,451.9999999999982,0.5673076923076923,177,False,0,128,127,0,0.0,58,-1775.4999999998759,-1.5921417401315072,65,-2609.499999999861,-3.1650868128240526
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,M2K,2021,177,-2517.99999999972,0,1683.5000000003706,3038.5000000003706,177,0.4689265536723164,9.511299435030342,1.1082253865192646,0.5176810045154655,1.1080714018767535,-2517.99999999972,-2517.99999999972,5.413183279743957,0.0,-249.9999999999909,464.0000000000009,0.5691318327974276,177,True,0,126,127,0,0.0,54,408.5000000001105,0.4305240595789247,60,1093.0000000001405,1.4672726617568226
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,M2K,2022,177,-4126.9999999998545,0,-1719.4999999996023,-504.4999999996021,177,0.4519774011299435,-9.714689265534476,0.902156594969863,-0.5403049961101489,-1.369322346250079,-4126.9999999998545,-4362.499999999845,-5.5467741935471055,0.0,-249.99999999999432,447.00000000000273,0.5709677419354838,177,False,0,138,116,0,0.0,68,-1452.999999999845,-1.2333314838803446,69,-1444.999999999843,-1.7397116637226768
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,M2K,2023,170,-3843.49999999988,0,-762.499999999568,765.000000000432,170,0.47058823529411764,-4.485294117644518,0.9497777045941326,-0.25325396476687234,-0.488919713887538,-3843.49999999988,-3843.49999999988,-2.459677419353445,0.0,-250.0,463.99999999999636,0.5483870967741935,170,False,0,123,129,0,0.0,48,1316.500000000118,1.2306336535421296,55,907.5000000001501,1.2395095438903578
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,M2K,2024,166,-2295.4999999997144,0,-603.9999999995996,783.5000000004004,166,0.4578313253012048,-3.638554216865058,0.9597762386787682,-0.19807626077794963,-0.40272049400649473,-2295.4999999997144,-2295.4999999997144,-1.9297124600626185,0.0,-248.99999999999636,444.00000000000546,0.5303514376996805,166,False,0,132,123,0,0.0,51,479.00000000012824,0.49346673800757057,58,-160.4999999998438,-0.23068552351602198
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,M2K,2025,182,-3518.499999999748,0,-1169.9999999995716,322.5000000004284,182,0.42857142857142855,-6.428571428569075,0.9372031237420709,-0.3405729440659059,-0.8260419387935175,-3518.499999999748,-3518.499999999748,-3.7499999999986255,0.0,-250.0,459.9999999999909,0.5833333333333334,182,False,0,121,132,0,0.0,56,1589.500000000089,1.3799609292721624,60,2098.5000000000855,2.4645597354476423
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,M2K,2026,38,-1898.499999999924,0,-841.499999999919,-643.999999999919,38,0.4473684210526316,-22.144736842103132,0.7643517222066826,-1.3890559937930302,-3.032542595542686,-1898.499999999924,-1898.499999999924,-12.37499999999881,0.0,-241.49999999999181,409.99999999999545,0.5588235294117647,38,False,0,32,23,0,0.0,16,-1138.4999999999718,-4.335348263628502,16,-1138.4999999999718,-6.373390926491151
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,MES,2019,132,-5602.5,0,-4171.25,-2478.75,132,0.3787878787878788,-31.60037878787879,0.7315150052297047,-1.7494151118912133,-4.506579562757408,-5602.5,-5602.5,-20.15096618357488,0.0,-250.0,412.5,0.6376811594202898,132,False,0,84,84,0,0.0,49,-2451.25,-2.7454441760774517,55,-2217.5,-2.8509288402403117
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,MES,2020,205,-2231.25,0,-111.25,1608.75,205,0.43414634146341463,-0.5426829268292683,0.9949293527803099,-0.028910352424179643,-0.08432386413968487,-2231.25,-2231.25,-0.35657051282051283,0.0,-250.0,455.0,0.657051282051282,205,False,0,128,127,0,0.0,86,-1141.25,-0.7264909828820474,95,-1837.5,-1.2988942345613848
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,MES,2021,199,-1230.0,0,5345.0,7170.0,199,0.47738693467336685,26.85929648241206,1.2722353090978544,1.3518294040367875,3.7983776632195676,-1230.0,-1230.0,17.186495176848876,0.0,-250.0,461.25,0.639871382636656,199,True,0,117,137,0,0.0,67,793.75,0.6005824073541864,75,1080.0,0.9649214107986317
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,MES,2022,189,-4671.25,0,-2631.25,-1796.25,189,0.4074074074074074,-13.921957671957673,0.8706923029670127,-0.7725669892850906,-2.759041617012069,-4671.25,-4681.25,-8.487903225806452,0.0,-250.0,472.5,0.6096774193548387,189,False,0,136,118,0,0.0,76,-2533.75,-1.9826662036237492,82,-3233.75,-3.207319947172001
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,MES,2023,201,-3152.5,0,-1077.5,605.0,201,0.4129353233830846,-5.3606965174129355,0.9533625493696911,-0.27426562271401017,-0.9487787947773775,-3152.5,-3152.5,-3.475806451612903,0.0,-250.0,461.25,0.6483870967741936,201,False,0,126,127,0,0.0,83,-3938.75,-2.8323478266822124,91,-3766.25,-3.038909882823748
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,MES,2024,198,-4006.25,0,-1510.0,172.5,198,0.3939393939393939,-7.626262626262626,0.9369519832985386,-0.371796634350217,-1.327545732053803,-4006.25,-4006.25,-4.824281150159744,0.0,-250.0,467.5,0.6325878594249201,198,False,0,143,112,0,0.0,94,-3456.25,-1.9716372924988608,101,-3686.25,-2.4139857887760248
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,MES,2025,188,-3283.75,0,-2135.0,-1040.0,188,0.3776595744680851,-11.356382978723405,0.8943330858698342,-0.60955245079042,-1.5822063862419051,-3283.75,-3283.75,-6.842948717948718,0.0,-250.0,467.5,0.6025641025641025,188,False,0,124,129,0,0.0,69,318.75,0.2440356340257122,72,852.5,0.8345772866198459
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,MES,2026,40,-966.25,0,-520.0,-357.5,40,0.5,-13.0,0.8421252371916509,-0.8774325900482411,-2.5095080033798944,-966.25,-966.25,-7.647058823529412,0.0,-240.0,425.0,0.5882352941176471,40,False,0,24,31,0,0.0,13,-330.0,-1.6577580578938977,14,-462.5,-3.0173995048681763
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,MGC,2018,95,-7639.999999999031,0,-7144.499999999007,-5011.999999999007,95,0.28421052631578947,-75.20526315788429,0.48032441082343236,-3.2790024311710577,-6.728954737324394,-7639.999999999031,-7639.999999999031,-30.6630901287511,0.0,-249.99999999995453,423.50000000001273,0.40772532188841204,95,False,0,83,58,0,0.0,43,-4145.999999999567,-4.860186377189503,49,-5143.499999999492,-8.07000112355778
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,MGC,2019,99,-3062.4999999994293,0,-1239.4999999991455,488.00000000085447,99,0.40404040404040403,-12.52020202019339,0.8785994123409182,-0.5448917638638627,-0.8919640489135781,-3062.4999999994293,-3062.4999999994293,-5.0386178861753885,0.0,-248.49999999999682,450.0,0.4024390243902439,99,False,0,78,68,0,0.0,40,-2662.99999999957,-3.6431312018617845,44,-1920.499999999563,-3.1361717512205023
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,MGC,2020,108,-2955.9999999998445,0,-246.4999999995871,756.0000000004129,108,0.4444444444444444,-2.2824074074035843,0.9768707482993578,-0.09699687811423974,-0.1695331380187264,-2955.9999999998445,-2955.9999999998445,-0.8679577464774193,0.0,-248.49999999999682,457.9999999999927,0.38028169014084506,108,False,0,78,78,0,0.0,37,-1411.4999999998304,-2.311276248283899,43,-2277.4999999997976,-4.788862859254741
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,MGC,2021,103,-2990.999999999526,0,-2972.999999999488,-1942.999999999488,103,0.4077669902912621,-28.86407766989794,0.6796163586400537,-1.4682285574271043,-1.8433985075632822,-2990.999999999526,-3044.4999999995025,-10.468309859153127,0.0,-248.99999999999181,415.5000000000109,0.3626760563380282,103,False,0,92,67,0,0.0,48,-3048.9999999997804,-4.414659004587232,52,-2819.4999999997685,-5.133435626606876
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,MGC,2022,107,-4078.999999999669,0,-1289.4999999995662,-251.99999999956617,107,0.40186915887850466,-12.051401869154825,0.8742319321174669,-0.5534335639759022,-0.8836803107953463,-4078.999999999669,-4078.999999999669,-4.829588014979649,0.0,-249.99999999995453,457.9999999999927,0.40074906367041196,107,False,0,76,77,0,0.0,39,-1314.9999999998317,-1.8452595548631836,44,-1512.9999999997995,-2.779541094932468
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,MGC,2023,109,-5245.4999999995425,0,-2556.4999999993984,-1393.9999999993984,109,0.3944954128440367,-23.45412844036145,0.7864779086277881,-1.0168448064747329,-1.91878634274096,-5245.4999999995425,-5245.4999999995425,-9.26268115941811,0.0,-249.9999999999909,457.9999999999927,0.39492753623188404,109,False,0,83,68,0,0.0,47,894.0000000002556,0.9759054735397535,53,485.5000000003156,0.6264951057546913
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,MGC,2024,108,-1942.99999999987,0,573.0000000005225,1433.0000000005225,108,0.4074074074074074,5.305555555560393,1.0600157109191477,0.23015962910868068,0.3475041501228383,-1942.99999999987,-1942.99999999987,1.9965156794443293,0.0,-248.99999999997817,463.4999999999809,0.37630662020905925,108,False,0,78,82,0,0.0,39,808.0000000000564,1.1433230285088665,44,457.50000000007276,0.8360609380957869
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,MGC,2025,110,-1644.4999999999163,0,3131.9999999999163,3746.9999999999163,110,0.45454545454545453,28.472727272726512,1.313012192684388,1.1093817743011665,2.3138960711495953,-1644.4999999999163,-1644.4999999999163,10.405315614617662,0.0,-248.99999999998727,468.9999999999782,0.3654485049833887,110,True,0,85,78,0,0.0,46,265.9999999998672,0.3032040051093844,50,247.4999999998954,0.3506342607913258
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,MGC,2026,17,-1544.0000000001055,0,-1235.50000000012,-1188.00000000012,17,0.23529411764705882,-72.67647058824235,0.5049088359045987,-2.558393629034263,-5.836308165483979,-1544.0000000001055,-1544.0000000001055,-18.719696969698788,0.0,-246.50000000000546,360.4999999999927,0.25757575757575757,17,False,0,21,17,0,0.0,5,-894.0000000000236,-8.00833046080639,6,-1140.500000000029,-41.59488667668939
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,MNQ,2019,129,-2313.5,0,-747.5,440.0,129,0.40310077519379844,-5.794573643410852,0.9416494282034269,-0.31958174226496944,-0.6971084974896107,-2313.5,-2313.5,-3.611111111111111,0.0,-250.0,478.0,0.6231884057971014,129,False,0,85,83,0,0.0,51,-808.0,-0.8803603699698214,55,-585.5,-0.7490629611796875
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,MNQ,2020,191,-2037.5,0,2840.5,3695.5,191,0.47643979057591623,14.8717277486911,1.1623838788052023,0.8176190244670875,2.4158627006704028,-2037.5,-2037.5,9.104166666666666,0.0,-249.5,476.0,0.6121794871794872,191,True,0,116,138,0,0.0,70,-1217.5,-1.1134567610674027,75,-1181.0,-1.2941830440623996
allow_reclaim_after_opposite_breakout_conservative__buffer_0__require_vwap_true,MNQ,2021,180,-1498.0,0,5925.5,6713.0,180,0.5222222222222223,32.919444444444444,1.4139364303178483,1.827373448406273,4.2358797999652245,-1498.0,-1498.0,19.05305466237942,0.0,-249.0,464.0,0.5787781350482315,180,True,0,109,145,0,0.0,50,96.0,0.09679656049668107,63,-509.5,-0.6404706315204207
