trade_id,session_date,direction,quantity,entry_time,entry_price,stop_price,target_price,exit_time,exit_price,exit_reason,account_size_usd,risk_per_trade_pct,risk_budget_usd,risk_per_contract_usd,actual_risk_usd,trade_risk_usd,notional_usd,leverage_used,pnl_points,pnl_ticks,pnl_usd,fees,net_pnl_usd,meta_risk_variant,meta_risk_multiplier
17,2019-10-10,long,1,2019-10-10 09:51:00-04:00,7739.75,7690.0,7988.5,2019-10-10 16:00:00-04:00,7757.75,time_exit,50000.0,0.25,125.0,102.5,102.5,102.5,15479.5,0.30959,18.0,72.0,36.0,2.5,33.5,local_drawdown_scaling,1.0
18,2019-10-11,long,1,2019-10-11 12:46:00-04:00,7881.25,7842.25,8076.25,2019-10-11 16:00:00-04:00,7842.0,stop,50000.0,0.25,125.0,81.0,81.0,81.0,15762.5,0.31525,-39.25,-157.0,-78.5,2.5,-81.0,local_drawdown_scaling,1.0
19,2019-12-13,long,1,2019-12-13 10:02:00-05:00,8493.25,8439.5,8762.0,2019-12-13 16:00:00-05:00,8490.75,time_exit,50000.0,0.25,125.0,110.5,110.5,110.5,16986.5,0.33973,-2.5,-10.0,-5.0,2.5,-7.5,local_drawdown_scaling,1.0
20,2020-01-08,long,1,2020-01-08 11:35:00-05:00,8889.75,8847.5,9101.0,2020-01-08 16:00:00-05:00,8933.75,time_exit,50000.0,0.25,125.0,87.5,87.5,87.5,17779.5,0.35559,44.0,176.0,88.0,2.5,85.5,local_drawdown_scaling,1.0
21,2020-02-04,long,1,2020-02-04 09:50:00-05:00,9272.25,9226.5,9501.0,2020-02-04 16:00:00-05:00,9340.0,time_exit,50000.0,0.25,125.0,94.5,94.5,94.5,18544.5,0.37089,67.75,271.0,135.5,2.5,133.0,local_drawdown_scaling,1.0
22,2020-03-16,long,4,2020-03-16 10:36:00-04:00,7394.25,7380.75,7461.75,2020-03-16 10:36:00-04:00,7380.5,stop,50000.0,0.25,125.0,30.0,120.0,120.0,59154.0,1.18308,-13.75,-55.0,-110.0,10.0,-120.0,local_drawdown_scaling,1.0
23,2020-03-31,long,1,2020-03-31 10:07:00-04:00,7876.25,7817.75,8168.75,2020-03-31 12:39:00-04:00,7817.5,stop,50000.0,0.25,125.0,120.0,120.0,120.0,15752.5,0.31505,-58.75,-235.0,-117.5,2.5,-120.0,local_drawdown_scaling,1.0
24,2020-04-08,long,1,2020-04-08 11:21:00-04:00,8157.25,8100.25,8442.25,2020-04-08 16:00:00-04:00,8205.25,time_exit,50000.0,0.25,125.0,117.0,117.0,117.0,16314.5,0.32629,48.0,192.0,96.0,2.5,93.5,local_drawdown_scaling,1.0
25,2020-04-16,long,1,2020-04-16 10:50:00-04:00,8700.0,8646.0,8970.0,2020-04-16 12:31:00-04:00,8645.75,stop,50000.0,0.25,125.0,111.0,111.0,111.0,17400.0,0.348,-54.25,-217.0,-108.5,2.5,-111.0,local_drawdown_scaling,1.0
26,2020-04-22,long,1,2020-04-22 10:41:00-04:00,8598.75,8541.0,8887.5,2020-04-22 16:00:00-04:00,8641.25,time_exit,50000.0,0.25,125.0,118.5,118.5,118.5,17197.5,0.34395,42.5,170.0,85.0,2.5,82.5,local_drawdown_scaling,1.0
27,2020-04-27,long,1,2020-04-27 09:58:00-04:00,8860.5,8819.0,9068.0,2020-04-27 10:59:00-04:00,8818.75,stop,50000.0,0.25,125.0,86.0,86.0,86.0,17721.0,0.35442,-41.75,-167.0,-83.5,2.5,-86.0,local_drawdown_scaling,1.0
28,2020-05-04,long,1,2020-05-04 09:51:00-04:00,8692.75,8650.0,8906.5,2020-05-04 16:00:00-04:00,8813.25,time_exit,50000.0,0.25,125.0,88.5,88.5,88.5,17385.5,0.34771,120.5,482.0,241.0,2.5,238.5,local_drawdown_scaling,1.0
29,2020-05-05,long,1,2020-05-05 09:49:00-04:00,8944.0,8894.5,9191.5,2020-05-05 15:37:00-04:00,8894.25,stop,50000.0,0.25,125.0,102.0,102.0,102.0,17888.0,0.35776,-49.75,-199.0,-99.5,2.5,-102.0,local_drawdown_scaling,1.0
30,2020-05-18,long,1,2020-05-18 09:46:00-04:00,9291.5,9245.5,9521.5,2020-05-18 09:54:00-04:00,9245.25,stop,50000.0,0.25,125.0,95.0,95.0,95.0,18583.0,0.37166,-46.25,-185.0,-92.5,2.5,-95.0,local_drawdown_scaling,1.0
31,2020-05-19,long,1,2020-05-19 09:57:00-04:00,9373.5,9313.0,9676.0,2020-05-19 15:51:00-04:00,9312.75,stop,50000.0,0.25,125.0,124.0,124.0,124.0,18747.0,0.37494,-60.75,-243.0,-121.5,2.5,-124.0,local_drawdown_scaling,1.0
32,2020-05-20,long,1,2020-05-20 09:47:00-04:00,9442.75,9401.25,9650.25,2020-05-20 16:00:00-04:00,9483.0,time_exit,50000.0,0.25,125.0,86.0,86.0,86.0,18885.5,0.37771,40.25,161.0,80.5,2.5,78.0,local_drawdown_scaling,1.0
33,2020-05-22,long,1,2020-05-22 09:54:00-04:00,9376.25,9319.0,9662.5,2020-05-22 16:00:00-04:00,9408.75,time_exit,50000.0,0.25,125.0,117.5,117.5,117.5,18752.5,0.37505,32.5,130.0,65.0,2.5,62.5,local_drawdown_scaling,1.0
34,2020-05-29,long,1,2020-05-29 09:47:00-04:00,9473.25,9420.0,9739.5,2020-05-29 10:08:00-04:00,9419.75,stop,50000.0,0.25,125.0,109.5,109.5,109.5,18946.5,0.37893,-53.5,-214.0,-107.0,2.5,-109.5,local_drawdown_scaling,1.0
35,2020-06-01,long,1,2020-06-01 09:46:00-04:00,9562.25,9505.0,9848.5,2020-06-01 16:00:00-04:00,9583.75,time_exit,50000.0,0.25,125.0,117.5,117.5,117.5,19124.5,0.38249,21.5,86.0,43.0,2.5,40.5,local_drawdown_scaling,1.0
36,2020-06-03,long,1,2020-06-03 10:01:00-04:00,9702.25,9650.25,9962.25,2020-06-03 12:09:00-04:00,9650.0,stop,50000.0,0.25,125.0,107.0,107.0,107.0,19404.5,0.38809,-52.25,-209.0,-104.5,2.5,-107.0,local_drawdown_scaling,1.0
37,2020-06-04,long,1,2020-06-04 09:46:00-04:00,9714.25,9669.25,9939.25,2020-06-04 11:12:00-04:00,9669.0,stop,50000.0,0.25,125.0,93.0,93.0,93.0,19428.5,0.38857,-45.25,-181.0,-90.5,2.5,-93.0,local_drawdown_scaling,1.0
38,2020-06-09,long,1,2020-06-09 09:46:00-04:00,9903.0,9851.25,10161.75,2020-06-09 16:00:00-04:00,9962.75,time_exit,50000.0,0.25,125.0,106.5,106.5,106.5,19806.0,0.39612,59.75,239.0,119.5,2.5,117.0,local_drawdown_scaling,1.0
39,2020-06-10,long,1,2020-06-10 10:01:00-04:00,10069.75,10022.5,10306.0,2020-06-10 10:56:00-04:00,10022.25,stop,50000.0,0.25,125.0,97.5,97.5,97.5,20139.5,0.40279,-47.5,-190.0,-95.0,2.5,-97.5,local_drawdown_scaling,1.0
40,2020-06-16,long,1,2020-06-16 09:46:00-04:00,10006.25,9950.75,10283.75,2020-06-16 10:41:00-04:00,9950.5,stop,50000.0,0.25,125.0,114.0,114.0,114.0,20012.5,0.40025,-55.75,-223.0,-111.5,2.5,-114.0,local_drawdown_scaling,1.0
41,2020-06-19,long,1,2020-06-19 09:50:00-04:00,10104.25,10075.0,10250.5,2020-06-19 10:46:00-04:00,10074.75,stop,50000.0,0.125,62.5,61.5,61.5,61.5,20208.5,0.40417,-29.5,-118.0,-59.0,2.5,-61.5,local_drawdown_scaling,0.5
42,2021-08-13,long,1,2021-08-13 09:47:00-04:00,15095.5,15067.5,15235.5,2021-08-13 16:00:00-04:00,15124.75,time_exit,50000.0,0.125,62.5,59.0,59.0,59.0,30191.0,0.60382,29.25,117.0,58.5,2.5,56.0,local_drawdown_scaling,0.5
43,2023-04-18,long,1,2023-04-18 09:48:00-04:00,13287.75,13258.5,13434.0,2023-04-18 09:58:00-04:00,13258.25,stop,50000.0,0.125,62.5,61.5,61.5,61.5,26575.5,0.53151,-29.5,-118.0,-59.0,2.5,-61.5,local_drawdown_scaling,0.5
44,2024-05-16,long,1,2024-05-16 09:48:00-04:00,18700.75,18671.5,18847.0,2024-05-16 13:25:00-04:00,18671.25,stop,50000.0,0.125,62.5,61.5,61.5,61.5,37401.5,0.74803,-29.5,-118.0,-59.0,2.5,-61.5,local_drawdown_scaling,0.5
